                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                 1.0696,                0.91295,                 1.6061,                0.88965,                0.80622,                 0.8677,                 0.6853,                0.85973,                0.78034,                 1.5545,              0.0018218,              0.0018218,              0.0018218
                     56,                 1.0714,                0.89406,                 1.6175,                0.86501,                  0.801,                0.89907,                0.68845,                  0.891,                0.95635,                 1.6198,              0.0018185,              0.0018185,              0.0018185
                     57,                 1.0078,                0.90107,                 1.5801,                0.84943,                0.77572,                0.87308,                0.65832,                 0.9195,                   1.24,                 1.6197,              0.0018152,              0.0018152,              0.0018152
                     58,                  1.011,                0.91427,                 1.5605,                 0.9447,                0.85417,                0.93747,                0.74051,                0.83666,                0.85169,                 1.5319,              0.0018119,              0.0018119,              0.0018119
                     59,                 1.0182,                0.88507,                 1.5842,                0.91922,                  0.825,                0.93144,                0.70421,                0.88133,                0.78476,                 1.5592,              0.0018086,              0.0018086,              0.0018086
                     60,                0.96829,                0.84305,                 1.5102,                0.88462,                 0.8625,                0.91537,                0.71791,                0.91848,                0.76306,                 1.5735,              0.0018053,              0.0018053,              0.0018053
                     61,                 1.0025,                0.85296,                 1.5541,                0.86141,                    0.9,                0.91053,                 0.7465,                0.82131,                0.69278,                 1.5422,               0.001802,               0.001802,               0.001802
                     62,                 1.0189,                0.84202,                  1.569,                0.92657,                    0.9,                0.95014,                0.74226,                0.81493,                0.83198,                 1.4786,              0.0017987,              0.0017987,              0.0017987
                     63,                 1.0025,                0.86557,                 1.5775,                0.93555,                 0.8375,                0.91245,                0.70107,                0.93579,                 0.8527,                 1.5723,              0.0017954,              0.0017954,              0.0017954
                     64,                0.92016,                  0.808,                 1.4807,                0.94937,                  0.875,                 0.9101,                 0.7519,                0.79615,                0.69588,                 1.4616,              0.0017921,              0.0017921,              0.0017921
                     65,                0.99413,                0.86229,                 1.5449,                0.92877,                  0.825,                0.91147,                 0.7542,                0.74915,                0.68528,                 1.4561,              0.0017888,              0.0017888,              0.0017888
                     66,                 0.9418,                 0.7899,                 1.4801,                0.75575,                 0.8125,                0.86985,                0.72569,                0.75454,                0.77019,                 1.4525,              0.0017855,              0.0017855,              0.0017855
                     67,                0.96422,                 0.7748,                 1.5024,                0.95116,                 0.8625,                0.92796,                0.73814,                0.86245,                0.69935,                 1.4963,              0.0017822,              0.0017822,              0.0017822
                     68,                0.93264,                 0.7864,                 1.5215,                0.87614,                 0.8125,                0.89344,                0.70907,                0.78245,                0.80652,                 1.4633,              0.0017789,              0.0017789,              0.0017789
                     69,                 0.9142,                0.83448,                 1.4748,                0.91757,                 0.8125,                0.90146,                0.74959,                  0.772,                0.72279,                 1.4414,              0.0017756,              0.0017756,              0.0017756
                     70,                0.94415,                0.78167,                 1.4835,                      1,                0.85847,                0.94736,                0.75808,                0.80918,                 0.6693,                  1.507,              0.0017723,              0.0017723,              0.0017723
                     71,                0.90934,                0.76983,                 1.4694,                0.92174,                0.88333,                0.93255,                0.76447,                0.78541,                0.66337,                 1.4512,               0.001769,               0.001769,               0.001769
                     72,                0.92192,                0.77211,                 1.4802,                0.93417,                    0.9,                0.95457,                0.77683,                0.74519,                0.66328,                 1.3888,              0.0017657,              0.0017657,              0.0017657
                     73,                0.89033,                0.75165,                  1.427,                0.92072,                  0.875,                0.92952,                0.75419,                0.75907,                0.70786,                 1.4076,              0.0017624,              0.0017624,              0.0017624
                     74,                  0.921,                0.75299,                 1.4625,                0.87402,                0.86724,                0.91481,                0.76006,                0.78704,                0.70189,                 1.4193,              0.0017591,              0.0017591,              0.0017591
                     75,                0.89631,                0.71367,                 1.4424,                 0.9788,                 0.8875,                0.95197,                 0.7821,                0.77323,                0.82733,                 1.3772,              0.0017558,              0.0017558,              0.0017558
                     76,                0.87736,                0.71975,                 1.4232,                0.90446,                    0.9,                0.92846,                0.72909,                0.87772,                0.73943,                 1.4991,              0.0017525,              0.0017525,              0.0017525
                     77,                0.96068,                0.77789,                 1.4899,                0.94584,                0.87323,                0.93196,                0.72344,                0.84321,                0.75312,                 1.5201,              0.0017492,              0.0017492,              0.0017492
                     78,                0.84801,                 0.7085,                 1.4159,                0.92156,                  0.875,                0.93841,                0.75694,                0.79076,                0.78743,                 1.4715,              0.0017459,              0.0017459,              0.0017459
                     79,                0.91816,                0.76277,                 1.4614,                0.93282,                0.86782,                0.95065,                0.77369,                0.72905,                0.70159,                 1.3619,              0.0017426,              0.0017426,              0.0017426
                     80,                0.83382,                0.75415,                 1.4127,                0.89375,                  0.875,                0.95107,                0.77227,                  0.728,                0.70116,                 1.3379,              0.0017393,              0.0017393,              0.0017393
                     81,                0.82104,                0.67748,                 1.3617,                0.90291,                    0.9,                0.94943,                 0.7827,                0.74807,                0.66082,                 1.3525,               0.001736,               0.001736,               0.001736
                     82,                0.84961,                0.69622,                 1.3769,                0.96427,                  0.875,                0.94138,                0.78424,                0.71503,                0.63613,                 1.3406,              0.0017327,              0.0017327,              0.0017327
                     83,                0.81071,                0.68367,                 1.3861,                0.96123,                 0.8875,                0.94222,                0.77147,                0.72775,                0.68745,                 1.3321,              0.0017294,              0.0017294,              0.0017294
                     84,                 0.8868,                0.70915,                   1.43,                0.88677,                 0.9125,                0.94015,                0.77468,                0.73567,                 0.9868,                 1.3788,              0.0017261,              0.0017261,              0.0017261
                     85,                0.85684,                0.71492,                  1.409,                 0.8915,                0.92442,                0.95958,                0.80203,                0.68536,                0.70378,                 1.3143,              0.0017228,              0.0017228,              0.0017228
                     86,                0.87097,                0.69844,                 1.4395,                0.96084,                0.92023,                0.97592,                0.77356,                0.79537,                 0.6381,                 1.3901,              0.0017195,              0.0017195,              0.0017195
                     87,                0.77466,                0.64756,                 1.3732,                0.94165,                    0.9,                0.93766,                0.77973,                0.74858,                0.61364,                 1.3769,              0.0017162,              0.0017162,              0.0017162
                     88,                0.80962,                0.63133,                 1.3585,                 0.9592,                 0.9125,                0.94285,                0.79048,                0.76742,                0.59831,                 1.4104,              0.0017129,              0.0017129,              0.0017129
                     89,                0.89086,                0.69293,                 1.3983,                0.97982,                   0.85,                 0.9396,                0.76626,                0.75499,                0.66066,                 1.3161,              0.0017096,              0.0017096,              0.0017096
                     90,                0.81626,                0.69545,                 1.4013,                0.92089,                0.87307,                0.94932,                0.79487,                0.66595,                0.64448,                 1.2824,              0.0017063,              0.0017063,              0.0017063
                     91,                0.82591,                 0.7041,                 1.3606,                0.91331,                0.92185,                0.95901,                0.79558,                 0.7337,                0.58671,                 1.3353,               0.001703,               0.001703,               0.001703
                     92,                0.84821,                0.68448,                 1.3931,                0.93102,                 0.9125,                0.95072,                0.80323,                0.72658,                0.58114,                 1.3401,              0.0016997,              0.0016997,              0.0016997
                     93,                0.81968,                0.68912,                 1.3557,                0.95763,                 0.9125,                0.95768,                0.81155,                0.67043,                0.53423,                   1.27,              0.0016964,              0.0016964,              0.0016964
                     94,                0.78363,                0.66083,                 1.3325,                0.96065,                0.91549,                 0.9693,                0.81471,                0.67159,                0.53185,                 1.2704,              0.0016931,              0.0016931,              0.0016931
                     95,                0.76292,                0.60719,                 1.3109,                 0.9859,                0.87383,                0.95855,                0.77885,                0.73085,                0.65305,                 1.3462,              0.0016898,              0.0016898,              0.0016898
                     96,                0.78471,                0.63292,                 1.3282,                0.93843,                  0.875,                0.94068,                  0.782,                0.78106,                 0.6146,                 1.3802,              0.0016865,              0.0016865,              0.0016865
                     97,                0.77806,                0.66243,                 1.3123,                0.92283,                0.89694,                0.95692,                0.81294,                0.64563,                0.69949,                 1.2209,              0.0016832,              0.0016832,              0.0016832
                     98,                0.78066,                0.64466,                 1.3539,                0.96162,                 0.8875,                0.96987,                0.82237,                0.58065,                0.60986,                 1.1973,              0.0016799,              0.0016799,              0.0016799
                     99,                0.73898,                0.59692,                   1.31,                0.93506,                  0.875,                0.94313,                0.81882,                0.63946,                 0.5678,                 1.2553,              0.0016766,              0.0016766,              0.0016766
                    100,                0.82086,                0.68356,                 1.3275,                0.94715,                0.89615,                0.95119,                0.81071,                0.66425,                0.57434,                 1.2599,              0.0016733,              0.0016733,              0.0016733
                    101,                0.78512,                0.64144,                 1.3494,                0.96026,                 0.9125,                0.95226,                0.82852,                0.63218,                0.54288,                 1.2071,                0.00167,                0.00167,                0.00167
                    102,                0.73424,                0.58681,                 1.2911,                0.96031,                 0.8875,                0.95274,                0.80867,                0.64869,                 0.5516,                 1.2479,              0.0016667,              0.0016667,              0.0016667
                    103,                0.73454,                0.57672,                 1.2869,                0.97259,                0.88713,                0.95723,                0.81879,                 0.6212,                0.54199,                  1.205,              0.0016634,              0.0016634,              0.0016634
                    104,                0.75742,                0.57019,                 1.3156,                 0.9569,                 0.9125,                 0.9586,                0.81773,                0.66055,                0.49863,                 1.2486,              0.0016601,              0.0016601,              0.0016601
                    105,                0.68334,                0.55788,                 1.2554,                0.96987,                 0.9125,                 0.9425,                0.80852,                0.65362,                0.51398,                 1.2502,              0.0016568,              0.0016568,              0.0016568
                    106,                0.72627,                0.55266,                  1.292,                0.92445,                0.91775,                 0.9558,                0.79281,                0.67436,                0.55249,                  1.316,              0.0016535,              0.0016535,              0.0016535
                    107,                0.74821,                0.60123,                 1.3185,                0.97929,                  0.875,                0.93887,                  0.818,                0.65157,                0.57024,                 1.2225,              0.0016502,              0.0016502,              0.0016502
                    108,                0.76126,                0.62465,                 1.2943,                0.95231,                 0.8625,                  0.946,                0.79251,                0.67276,                0.54039,                 1.2669,              0.0016469,              0.0016469,              0.0016469
                    109,                 0.7742,                0.62743,                 1.3276,                0.95045,                 0.9125,                0.94957,                0.82866,                0.59743,                0.53969,                 1.2232,              0.0016436,              0.0016436,              0.0016436
                    110,                0.73333,                0.59788,                 1.2852,                0.96138,                    0.9,                 0.9468,                0.79771,                0.68066,                0.56232,                 1.2856,              0.0016403,              0.0016403,              0.0016403
                    111,                0.72707,                 0.5961,                 1.2969,                0.96116,                0.92791,                0.97505,                0.83016,                0.58944,                0.62195,                 1.1925,               0.001637,               0.001637,               0.001637
                    112,                0.72489,                 0.5781,                 1.2923,                 0.9184,                 0.9125,                0.95112,                0.80881,                0.64211,                0.66661,                 1.2238,              0.0016337,              0.0016337,              0.0016337
                    113,                0.75477,                0.58554,                 1.3223,                0.95943,                 0.8875,                0.95783,                0.79807,                0.63092,                0.56055,                 1.2028,              0.0016304,              0.0016304,              0.0016304
                    114,                0.73908,                0.58819,                 1.3014,                0.93525,                  0.925,                0.95847,                 0.8116,                0.66192,                0.50168,                 1.2499,              0.0016271,              0.0016271,              0.0016271
                    115,                0.72765,                 0.5679,                 1.2773,                 0.9856,                 0.8559,                 0.9383,                0.77482,                0.74753,                0.56025,                 1.3539,              0.0016238,              0.0016238,              0.0016238
                    116,                0.75576,                0.57456,                 1.2883,                0.95979,                0.89506,                0.95476,                0.81634,                0.65074,                0.51633,                  1.256,              0.0016205,              0.0016205,              0.0016205
                    117,                0.69466,                0.54847,                 1.2371,                 0.9566,                  0.925,                0.96475,                0.80962,                0.66569,                0.52892,                 1.2531,              0.0016172,              0.0016172,              0.0016172
                    118,                0.69871,                0.55142,                  1.257,                0.98358,                    0.9,                0.95637,                0.81299,                0.61236,                0.48684,                 1.2087,              0.0016139,              0.0016139,              0.0016139
                    119,                0.71695,                0.58106,                 1.2569,                0.91254,                0.91299,                0.95511,                0.83078,                0.59929,                0.50799,                 1.1718,              0.0016106,              0.0016106,              0.0016106
                    120,                0.74965,                0.56397,                  1.288,                0.94748,                  0.925,                0.96191,                0.81736,                0.57982,                0.49516,                 1.1763,              0.0016073,              0.0016073,              0.0016073
                    121,                0.72357,                0.57179,                 1.2805,                0.96024,                0.90576,                0.96347,                0.82344,                0.66557,                0.51607,                 1.2365,               0.001604,               0.001604,               0.001604
                    122,                0.71304,                0.55391,                 1.2772,                0.94895,                  0.875,                0.94366,                0.77787,                0.69113,                 0.5864,                 1.3147,              0.0016007,              0.0016007,              0.0016007
                    123,                0.75445,                0.58217,                 1.2853,                0.92552,                 0.8875,                0.94146,                0.80352,                0.60619,                0.56741,                 1.2096,              0.0015974,              0.0015974,              0.0015974
                    124,                 0.7053,                0.55352,                 1.2543,                0.97631,                 0.8625,                0.95213,                0.82524,                 0.6337,                0.49992,                 1.2328,              0.0015941,              0.0015941,              0.0015941
                    125,                0.68885,                  0.542,                 1.2418,                 0.9459,                    0.9,                0.96909,                0.84844,                0.57445,                 0.4972,                 1.1706,              0.0015908,              0.0015908,              0.0015908
                    126,                0.70297,                0.54839,                 1.2696,                0.92037,                  0.875,                0.94872,                0.82407,                0.62521,                0.53632,                 1.2089,              0.0015875,              0.0015875,              0.0015875
                    127,                0.68903,                0.54097,                 1.2408,                0.95047,                 0.8625,                0.95966,                0.81304,                0.61389,                0.59878,                 1.1987,              0.0015842,              0.0015842,              0.0015842
                    128,                0.72091,                0.55434,                 1.2504,                0.92034,                  0.875,                0.94693,                0.80209,                0.67702,                0.61498,                 1.2808,              0.0015809,              0.0015809,              0.0015809
                    129,                0.73047,                0.53084,                 1.2647,                0.92131,                    0.9,                0.96046,                 0.8162,                0.61738,                0.53035,                 1.2044,              0.0015776,              0.0015776,              0.0015776
                    130,                0.75176,                0.56506,                 1.2607,                0.94132,                  0.925,                0.96281,                0.82129,                 0.6698,                0.55008,                 1.2558,              0.0015743,              0.0015743,              0.0015743
                    131,                0.69401,                0.52018,                 1.2377,                0.96012,                0.90283,                0.96738,                 0.8371,                0.60937,                0.50055,                 1.1882,               0.001571,               0.001571,               0.001571
                    132,                0.70483,                 0.5527,                 1.2507,                0.94837,                0.91841,                0.96178,                0.83746,                0.58092,                 0.5049,                 1.1888,              0.0015677,              0.0015677,              0.0015677
                    133,                  0.699,                0.54174,                 1.2634,                0.92459,                  0.925,                0.94643,                0.84212,                 0.5955,                 0.5063,                 1.2004,              0.0015644,              0.0015644,              0.0015644
